Customer,Customer_ANID,Is CSC,Created Date,Invoice #,Reference,Currency,Amount,Disputed Amount,Routing Status,Invoice Status Date,Status Comments,Invoice Status,Submitted By,Receiving Method,Origin,Source Document,Submission Method,Invoice Type,Payload ID,Copied,Signed
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:58:06 PM GMT-05:00","9423759758CR","5500000644","USD","-3,632.00","",Acknowledged,"10 Nov 2025 2:58:25 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762804685985-1954782227760198207@10.209.37.67,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:56:54 PM GMT-05:00","9423796046W","5500000639","USD","14,697.87","",Acknowledged,"10 Nov 2025 2:57:17 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762804614853-4526315934143104757@10.209.37.67,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:56:09 PM GMT-05:00","9423796046CR","5500000639","USD","-14,560.00","",Acknowledged,"10 Nov 2025 2:56:22 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762804569101-5832826816766695595@10.209.37.67,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:27:07 PM GMT-05:00","9423728992W","5500000597","USD","1,335.18","",Acknowledged,"10 Nov 2025 2:27:41 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802827540-1469955588034670199@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:25:32 PM GMT-05:00","9423728992CR","5500000597","USD","-1,210.18","",Acknowledged,"10 Nov 2025 2:25:55 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802732752-7930254087173064866@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:21:10 PM GMT-05:00","9423712137W","5500000570","USD","535.59","",Acknowledged,"10 Nov 2025 2:21:44 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802470273-2538571071396406198@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:20:12 PM GMT-05:00","9423712137CR","5500000570","USD","-488.50","",Acknowledged,"10 Nov 2025 2:20:27 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802412795-7633465414052784264@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:17:56 PM GMT-05:00","9423728541W","5500000571","USD","743.99","",Acknowledged,"10 Nov 2025 2:18:24 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802276707-139580746925021299@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:16:57 PM GMT-05:00","9423728541CR","5500000571","USD","-642.00","",Acknowledged,"10 Nov 2025 2:17:06 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802217123-8141037080052298411@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:13:24 PM GMT-05:00","9423662865W","5500000426","USD","3,278.76","",Acknowledged,"10 Nov 2025 2:14:24 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762802003985-8757650352635529414@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:12:55 PM GMT-05:00","9423662865CR","5500000426","USD","-2,973.76","",Acknowledged,"10 Nov 2025 2:14:25 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801975855-4638978518551856534@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:11:51 PM GMT-05:00","9423617350W","5500000422","USD","2,878.00","",Acknowledged,"10 Nov 2025 2:12:04 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801910998-4717392147538310721@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:11:18 PM GMT-05:00","9423617350CR","5500000422","USD","-2,673.00","",Acknowledged,"10 Nov 2025 2:11:32 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801878344-7834861079589324233@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:09:14 PM GMT-05:00","9423640258W","5500000416","USD","1,227.00","",Acknowledged,"10 Nov 2025 2:09:31 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801754612-3830589324037156709@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:08:28 PM GMT-05:00","9423791869","5500000416","USD","-1,002.00","",Acknowledged,"10 Nov 2025 2:08:40 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801708463-8976987060571755969@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 2:01:41 PM GMT-05:00","9423634431W","5500000403","USD","1,703.00","",Acknowledged,"10 Nov 2025 2:02:30 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801301382-5663313253819235403@10.209.37.93,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:59:38 PM GMT-05:00","9423791983","5500000403","USD","-1,503.00","",Acknowledged,"10 Nov 2025 2:01:05 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762801178842-4563332588221503446@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:55:28 PM GMT-05:00","9423583240W","5500000279","USD","1,265.00","",Acknowledged,"10 Nov 2025 1:55:44 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762800928085-8128025775641441053@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:54:27 PM GMT-05:00","9423791866","5500000279","USD","-1,140.00","",Acknowledged,"10 Nov 2025 1:54:47 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762800867895-8500470375826007566@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:52:42 PM GMT-05:00","9423583239W","5500000269","USD","3,943.40","",Acknowledged,"10 Nov 2025 1:54:26 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762800762829-6836172048640737020@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:51:57 PM GMT-05:00","9423791865","5500000269","USD","-3,718.40","",Acknowledged,"10 Nov 2025 1:54:29 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762800717030-5979553793895116569@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:40:09 PM GMT-05:00","9423668902","5500000219","USD","14,560.00","",Acknowledged,"10 Nov 2025 1:40:26 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762800008940-5370781448756557271@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:39:27 PM GMT-05:00","9423662716","5500000219","USD","5,913.65","",Acknowledged,"10 Nov 2025 1:39:45 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762799966976-5194343425569680125@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:36:45 PM GMT-05:00","9423791878","5500000219","USD","-20,473.65","",Acknowledged,"10 Nov 2025 1:37:03 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762799805439-3400062051469250569@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:33:52 PM GMT-05:00","9423583697W","5500000253","USD","510.77","",Acknowledged,"10 Nov 2025 1:34:05 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762799632918-6078604103975443023@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:32:47 PM GMT-05:00","9423791982","5500000253","USD","-446.98","",Acknowledged,"10 Nov 2025 1:33:04 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762799567489-2966569819343741041@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:23:05 PM GMT-05:00","9423583658W","5500000336","USD","6,987.50","",Acknowledged,"10 Nov 2025 1:23:26 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762798985751-4177745194483122253@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:22:17 PM GMT-05:00","9423583658CR","5500000336","USD","-6,987.50","",Acknowledged,"10 Nov 2025 1:22:34 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762798937281-3425693841264681544@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:06:40 PM GMT-05:00","9423583662W","5500000328","USD","125.77","",Acknowledged,"10 Nov 2025 1:07:28 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762798000686-5454455105708739822@10.209.37.76,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 1:04:19 PM GMT-05:00","9423770512","5500000328","USD","-81.81","",Acknowledged,"10 Nov 2025 1:04:34 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762797859091-6105017400701069399@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 12:27:11 PM GMT-05:00","9423578177W","5500000239","USD","10,117.30","",Acknowledged,"10 Nov 2025 12:27:37 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762795631912-1906100340000792308@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 12:25:47 PM GMT-05:00","9423770507","5500000239","USD","-10,926.68","",Acknowledged,"10 Nov 2025 12:26:11 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762795546949-3962952417008134387@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","10 Nov 2025 12:18:17 PM GMT-05:00","9423606202","5500000175","USD","1,772.00","",Acknowledged,"10 Nov 2025 12:18:38 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762795097782-2420582973498407359@10.209.37.111,No,No
"Verano Holdings, LLC","AN11208838933","No","7 Nov 2025 3:58:29 PM GMT-05:00","9423857738","5500000870","USD","7,185.00","",Acknowledged,"7 Nov 2025 3:58:57 PM GMT-05:00","Success",Sent,Wasserstrom Wasserstrom,Online,Supplier,Order,Online,Single PO,1762549109697-8188726301237694003@10.209.37.76,No,No
