Customer,Customer_ANID,Is CSC,Created Date,Invoice #,Reference,Currency,Amount,Disputed Amount,Routing Status,Invoice Status Date,Status Comments,Invoice Status,Submitted By,Receiving Method,Origin,Source Document,Submission Method,Invoice Type,Payload ID,Copied,Signed
"Meijer","AN01039871965","No","19 Mar 2025 12:16:43 AM GMT-04:00","9423055871A","0501016422","USD","14.38","",Acknowledged,"19 Mar 2025 12:21:11 AM GMT-04:00","Line item: 	Line Number:1	Part Number:211760	Description:SEAL,O-RING,DOUBLE SPOUT	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250319.001642.9423055871@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423055868A","0501011010","USD","138.73","",Acknowledged,"19 Mar 2025 12:21:13 AM GMT-04:00","Line item: 	Line Number:1	Part Number:946845	Description:BOWL,3QT,OVAL,15"" X13"",METRO,DRIFTWOOD	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 4, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250319.001640.9423055868@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423054970A","0501014633","USD","128.60","",Acknowledged,"19 Mar 2025 12:21:10 AM GMT-04:00","Line item: 	Line Number:1	Part Number:278503	Description:TRAY,RECT,24""X6.5""X1"",BLACK	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 4, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250319.001639.9423054970@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423054971A","0501015297","USD","16.80","",Acknowledged,"19 Mar 2025 12:21:06 AM GMT-04:00","Line item: 	Line Number:1	Part Number:6063957	Description:PLATTER,15X10,CLASSIC,BLACK	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 1, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250319.001639.9423054971@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","19 Mar 2025 12:16:41 AM GMT-04:00","9423054969A","0501014625","USD","116.80","",Acknowledged,"19 Mar 2025 12:21:14 AM GMT-04:00","Line item: 	Line Number:1	Part Number:278498	Description:TRAY,RECT,24X8X2,BLK,W/LIP,5.5 QT	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250319.001639.9423054969@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:07 AM GMT-04:00","9423051927A","0501015084","USD","197.84","",Acknowledged,"18 Mar 2025 12:22:08 AM GMT-04:00","Line item: 	Line Number:1	Part Number:6111187	Description:LID,CONTAINER,WASTE,F/23 GL SLIM,GRAY	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 4, is greater than the order item's received quantity, 0.Line item: 	Line Number:3	Part Number:6080931	Description:CONTAINER,WASTE,23 GAL,SLIM,GREY	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 4, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001705.9423051927@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:07 AM GMT-04:00","9423050607A","0501015611","USD","81.28","",Acknowledged,"18 Mar 2025 12:22:08 AM GMT-04:00","Line item: 	Line Number:1	Part Number:607122	Description:APRON,POLY,28"" X 46"",WHITE,HD	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001704.9423050607@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:06 AM GMT-04:00","9423050598A","0501015654","USD","122.96","",Acknowledged,"18 Mar 2025 10:30:21 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001704.9423050598@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:06 AM GMT-04:00","9423051928A","0501009374","USD","157.52","",Acknowledged,"18 Mar 2025 12:22:06 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001704.9423051928@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:06 AM GMT-04:00","9423050606A","0501012956","USD","32.82","",Acknowledged,"18 Mar 2025 12:22:10 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001704.9423050606@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:06 AM GMT-04:00","9423050602A","0501013585","USD","57.34","",Acknowledged,"19 Mar 2025 5:58:14 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001703.9423050602@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:06 AM GMT-04:00","9423050604A","0501015005","USD","73.96","",Acknowledged,"18 Mar 2025 11:18:26 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001705.9423050604@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:06 AM GMT-04:00","9423050593A","0501014729","USD","204.95","",Acknowledged,"18 Mar 2025 11:34:36 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001702.9423050593@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:05 AM GMT-04:00","9423050600A","0501015903","USD","82.75","",Acknowledged,"19 Mar 2025 5:09:46 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001703.9423050600@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:05 AM GMT-04:00","9423050599A","0501015759","USD","26.47","",Acknowledged,"18 Mar 2025 12:21:59 AM GMT-04:00","Line item: 	Line Number:1	Part Number:122706	Description:MITT,OVEN,17"",PAIR,PYROTEX,BLACK/BEIGE	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001704.9423050599@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050608A","0501015893","USD","55.15","",Acknowledged,"18 Mar 2025 12:21:39 PM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001702.9423050608@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050594A","0501014774","USD","186.29","",Acknowledged,"18 Mar 2025 12:22:07 AM GMT-04:00","Line item: 	Line Number:1	Part Number:201814	Description:TRAY,MARKET,25.5 X 8.75,FIBERGLASS,EBONY	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 10, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001700.9423050594@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050595A","0501014829","USD","24.42","",Acknowledged,"18 Mar 2025 12:22:05 AM GMT-04:00","Line item: 	Line Number:1	Part Number:398576	Description:GLOVE,NEOPRENE,18"",LRG,HIGH TEMP,BLK,PR	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 1, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001702.9423050595@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050596A","0500986840","USD","260.43","",Acknowledged,"18 Mar 2025 12:22:03 AM GMT-04:00","Line item: 	Line Number:1	Part Number:259147	Description:BASKET,3-TIER,DISPLAY,OVAL	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 1, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001703.9423050596@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050601A","0501016029","USD","233.85","",Acknowledged,"18 Mar 2025 12:21:55 AM GMT-04:00","Line item: 	Line Number:1	Part Number:114105	Description:PAPER,FILTER,ENVLPE,20.5X13.5,1.25"" HOLE	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001701.9423050601@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050605A","0501014811","USD","92.81","",Acknowledged,"18 Mar 2025 12:21:53 AM GMT-04:00","Line item: 	Line Number:1	Part Number:6112109	Description:BULB,LIGHT,40W,130V,12 PER CASE	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001703.9423050605@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423049403A","0501014787","USD","305.11","",Acknowledged,"18 Mar 2025 12:22:06 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001700.9423049403@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:04 AM GMT-04:00","9423050597A","0501015641","USD","40.39","",Acknowledged,"18 Mar 2025 12:21:57 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001702.9423050597@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:03 AM GMT-04:00","9423049409A","0501015669","USD","23.21","",Acknowledged,"18 Mar 2025 11:41:43 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001701.9423049409@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:03 AM GMT-04:00","9423050603A","0501014910","USD","196.81","",Acknowledged,"18 Mar 2025 12:22:08 AM GMT-04:00","Line item: 	Line Number:1	Part Number:108900	Description:BOX,FOOD,18""X12""X3.5"",2 GAL,PC,CLEAR	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.Line item: 	Line Number:3	Part Number:109001	Description:LID,FOOD BOX,12""X18"",PC,CLEAR,NSF	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 5, is greater than the order item's received quantity, 0.Line item: 	Line Number:5	Part Number:1091000	Description:BOX,FOOD,18""X12""X6"",3.5 GAL,PC,CLEAR	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.Line item: 	Line Number:7	Part Number:100243	Description:SPOON,SERVING,11"",HIGH HEAT,BLACK	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 6, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001703.9423050603@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:03 AM GMT-04:00","9423049410A","0501015732","USD","70.79","",Acknowledged,"18 Mar 2025 12:22:11 AM GMT-04:00","Line item: 	Line Number:1	Part Number:214011	Description:COVER,TURN-N-SERVE,10,CLEAR	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 1, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001700.9423049410@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:02 AM GMT-04:00","9423049406A","0501015268","USD","59.53","",Acknowledged,"18 Mar 2025 12:21:52 AM GMT-04:00","Line item: 	Line Number:1	Part Number:123710	Description:SHEARS,KITCHEN,8"",BLACK	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001700.9423049406@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:02 AM GMT-04:00","9423049404A","0501015081","USD","63.83","",Acknowledged,"18 Mar 2025 12:21:53 AM GMT-04:00","Line item: 	Line Number:1	Part Number:222008	Description:KNIFE, PRODUCE/VEGETABLE, 5""	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.Line item: 	Line Number:3	Part Number:70519203	Description:KNIFE,PRODUCE/VEGETABLE,6"",PCP	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001701.9423049404@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:02 AM GMT-04:00","9423049411A","0501015922","USD","93.14","",Acknowledged,"18 Mar 2025 12:22:10 AM GMT-04:00","Line item: 	Line Number:1	Part Number:201814	Description:TRAY,MARKET,25.5 X 8.75,FIBERGLASS,EBONY	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 5, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001700.9423049411@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:02 AM GMT-04:00","9423049401A","0501013506","USD","41.56","",Acknowledged,"18 Mar 2025 12:37:17 PM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250318.001700.9423049401@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","18 Mar 2025 12:17:01 AM GMT-04:00","9423049407A","0501015433","USD","386.71","",Acknowledged,"18 Mar 2025 12:21:56 AM GMT-04:00","Line item: 	Line Number:1	Part Number:370690	Description:MICROWAVE,1000 WATTS,	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 1, is greater than the order item's received quantity, 0.
",Sent,,cXML,,,cXML,Single PO,20250318.001659.9423049407@Wasserstrom.com,No,No
"Meijer","AN01039871965","No","17 Mar 2025 4:52:02 PM GMT-04:00","9423044699A","0500971872","USD","2,297.81","",Acknowledged,"17 Mar 2025 4:53:23 PM GMT-04:00","Line item: 	Line Number:1	Part Number:653100	Description:DOLLY,CONTAINER,F/BRUTE,BLACK	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.Line item: 	Line Number:3	Part Number:312553	Description:TRUCK,CUBE,20 CUBIC FOOT,600 LB,BLACK	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.Line item: 	Line Number:5	Part Number:6018906	Description:THERMOMETER,DIGITAL,WATERPROOF	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 3, is greater than the order item's received quantity, 0.Line item: 	Line Number:7	Part Number:219110	Description:KNIFE,PARING,3-1/4"",IN DISPLAY BOX,24 EA	Exceptions: 		PO Received Quantity Variance (Complete the receiving, or reject the invoice to dispute quantity and have supplier resubmit)	The invoice item's quantity, 2, is greater than the order item's received quantity, 0.Line item: 	Line Number:9	Part Number:222006	Description:KNIFE,C",Sent,,cXML,,,cXML,Single PO,20250317.165201.9423044699@Wasserstrom.com,No,No
"BJ’s Wholesale Club","AN01006695188","No","19 Mar 2025 12:18:47 AM GMT-04:00","9423056517A","6000974089","USD","129.92","",Acknowledged,"19 Mar 2025 12:21:08 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001845.9423056517@Wasserstrom.com,No,No
"BJ’s Wholesale Club","AN01006695188","No","19 Mar 2025 12:18:46 AM GMT-04:00","9423056518A","6000975141","USD","2,030.87","",Acknowledged,"19 Mar 2025 12:21:10 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001845.9423056518@Wasserstrom.com,No,No
"BJ’s Wholesale Club","AN01006695188","No","19 Mar 2025 12:18:46 AM GMT-04:00","9423056516A","6000974235","USD","129.94","",Acknowledged,"19 Mar 2025 12:21:08 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001844.9423056516@Wasserstrom.com,No,No
"BJ’s Wholesale Club","AN01006695188","No","19 Mar 2025 12:18:45 AM GMT-04:00","9423056515A","6000975507","USD","82.91","",Failed,"19 Mar 2025 12:18:47 AM GMT-04:00","",Rejected,,cXML,,,cXML,Single PO,20250319.001844.9423056515@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:46 AM GMT-04:00","9423059068A","7007768198","USD","42.45","",Acknowledged,"19 Mar 2025 12:21:45 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001641.9423059068@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:43 AM GMT-04:00","9423059376A","7007771856","USD","42.40","",Acknowledged,"19 Mar 2025 12:21:40 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001640.9423059376@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:43 AM GMT-04:00","9423059062A","7007746637","USD","18.53","",Acknowledged,"19 Mar 2025 12:21:43 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001640.9423059062@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423059380A","7007703389","USD","77.10","",Acknowledged,"19 Mar 2025 12:21:34 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001639.9423059380@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423059053A","7007799149","USD","9.22","",Acknowledged,"19 Mar 2025 12:21:32 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001637.9423059053@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423059381A","7007700280","USD","76.74","",Acknowledged,"19 Mar 2025 12:21:32 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001639.9423059381@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:42 AM GMT-04:00","9423058923A","7007778441","USD","248.76","",Acknowledged,"19 Mar 2025 12:21:42 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001639.9423058923@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:41 AM GMT-04:00","9423059066A","7007773792","USD","14.85","",Acknowledged,"19 Mar 2025 12:21:31 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001637.9423059066@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:41 AM GMT-04:00","9423058922A","7007799218","USD","15.96","",Acknowledged,"19 Mar 2025 12:21:44 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001638.9423058922@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:41 AM GMT-04:00","9423059057A","7007766395","USD","58.97","",Acknowledged,"19 Mar 2025 12:21:29 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001639.9423059057@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:41 AM GMT-04:00","9423059377A","7007804653","USD","18.31","",Acknowledged,"19 Mar 2025 12:21:27 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001638.9423059377@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:40 AM GMT-04:00","9423059379A","7007769791","USD","14.97","",Acknowledged,"19 Mar 2025 12:21:46 AM GMT-04:00","",Sent,,cXML,,,cXML,Single PO,20250319.001639.9423059379@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:40 AM GMT-04:00","9423059060A","7007805772","USD","9.47","",Failed,"19 Mar 2025 12:16:42 AM GMT-04:00","",Rejected,,cXML,,,cXML,Single PO,20250319.001638.9423059060@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:40 AM GMT-04:00","9423059052A","7007799887","USD","42.15","",Acknowledged,"19 Mar 2025 12:21:35 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001637.9423059052@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:40 AM GMT-04:00","9423059067A","7007767211","USD","26.64","",Acknowledged,"19 Mar 2025 12:21:42 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001637.9423059067@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:39 AM GMT-04:00","9423059055A","7007754287","USD","26.23","",Acknowledged,"19 Mar 2025 12:21:37 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001638.9423059055@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:38 AM GMT-04:00","9423058925A","7007789676","USD","332.09","",Acknowledged,"19 Mar 2025 12:21:29 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001636.9423058925@Wasserstrom.com,No,No
"Target","AN01000018306","No","19 Mar 2025 12:16:38 AM GMT-04:00","9423058921A","7007769610","USD","14.62","",Acknowledged,"19 Mar 2025 12:21:44 AM GMT-04:00","",Approved,,cXML,,,cXML,Single PO,20250319.001636.9423058921@Wasserstrom.com,No,No
